"unique_id","gender","age","home_pc","education","work_status","living_children","age_group","driving_license","car_household_bin","car_access","sl_card","cycle_confidence","peer_commute","peer_commute_bin","commute_lenght_bin","bike_frequency_bin","q10_easy","q11_live_life_as_want","q12_able_to_do_activities","q13_satisfactory_access","lat","lon"
509,1,34,16741,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",5,1,0,1,4,3,4,4,59.3361338,17.9880026
508,1,30,11739,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.3154188,18.0310071
494,1,43,12133,1,"Employed",1,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,4,5,4,3,59.2831567,18.1025967
493,1,43,12936,1,"Employed",1,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,0,1,4,3,2,4,59.3074577,17.981264
491,1,53,13431,0,"Employed",1,"30_59",1,1,"Other access",1,"In areas with high traffic, without separated bike lane",3,1,0,1,4,4,4,4,59.3254002,18.3452332
489,1,40,16260,0,"Employed",0,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",4,1,1,1,5,5,4,5,59.356054,17.8792706
485,1,31,12949,0,"Employed",0,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",3,1,0,1,4,5,3,4,59.2906678,17.9769973
481,1,33,16559,0,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,4,3,2,59.3717623,17.8238668
475,0,58,16776,1,"Employed",0,"30_59",1,1,"Own",1,"In areas with high traffic, without separated bike lane",0,0,1,0,4,4,3,4,59.32751,17.91936
461,1,29,11231,1,"Employed",0,"0_29",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,4,2,59.3301468,18.0366705
458,0,26,11332,0,"Student",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,1,1,5,5,4,4,59.3403867,18.0367681
445,1,41,13251,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,1,1,4,4,3,4,59.3052032,17.9635747
441,0,51,13142,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",1,1,1,1,5,5,5,5,59.310487,18.1889321
438,0,71,12063,1,"Employed",0,"60a",1,0,"Other access",0,"In areas with low traffic, without separated bike lane",2,1,0,1,5,5,4,4,59.30471,18.0921
415,0,31,17070,1,"Unemployed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,0,1,3,4,3,4,59.3827398,18.0273498
413,0,39,17062,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",4,1,0,1,5,4,3,3,59.3838875,17.9818893
408,1,41,11846,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,4,4,59.3186723,18.0699703
403,1,37,12652,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,3,5,4,4,59.3068007,17.9901103
388,1,34,11347,1,"Employed",0,"30_59",1,1,"Own",1,"On separated bike paths",2,1,0,1,5,4,4,5,59.347232,18.0501627
379,1,30,12450,0,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,3,4,4,59.2613329,18.0402212
368,1,58,18256,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,4,4,4,59.41079,18.02391
366,1,45,18151,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",3,1,1,1,5,5,4,4,59.35992,18.12882
358,0,48,11544,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",3,1,0,1,5,5,5,5,59.3543237,18.0883987
357,1,62,11269,0,"Employed",1,"60a",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,0,1,5,5,5,5,59.3344399,18.0411752
355,0,34,17062,1,"Employed",1,"30_59",1,0,"No",1,"On separated bike paths",4,1,0,1,4,4,4,5,59.3838875,17.9818893
344,1,41,12930,0,"Employed",0,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,1,1,4,4,4,4,59.29445,17.98561
342,1,45,13147,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,4,4,4,59.3210547,18.2064433
331,1,34,12344,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",0,0,1,1,2,4,2,4,59.2409056,18.1007951
327,1,49,16244,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",1,1,0,1,4,4,2,4,59.3767277,17.8631979
326,1,36,17066,1,"Employed",1,"30_59",0,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,4,4,59.3764513,18.0067563
325,0,34,17066,1,"Employed",1,"30_59",0,0,"No",0,"On separated bike paths",1,1,0,1,5,5,5,5,59.3764513,18.0067563
288,1,28,18147,1,"Employed",0,"0_29",1,0,"No",0,"In areas with low traffic, without separated bike lane",1,1,1,1,4,5,4,5,59.372097,18.1780133
284,1,47,16341,0,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",3,1,0,1,5,5,4,2,59.3836866,17.9096694
275,0,41,17460,1,"Employed",1,"30_59",0,0,"No",1,"In areas with high traffic, without separated bike lane",5,1,0,0,5,4,4,4,59.37863,17.93784
270,1,25,12138,1,"Employed",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",0,0,0,1,5,5,5,5,59.2964569,18.0991245
262,1,28,16957,1,"Employed",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",3,1,0,1,4,5,5,5,59.3664867,18.0005496
255,1,27,14261,1,"Employed",0,"0_29",1,0,"No",0,"In areas with low traffic, without separated bike lane",1,1,1,0,1,1,1,2,59.23122,18.13239
254,1,36,11544,0,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,4,4,4,59.3543237,18.0883987
249,0,28,11850,1,"Employed",0,"0_29",1,0,"No",0,"In areas with low traffic, without separated bike lane",3,1,0,1,5,5,4,5,59.3168286,18.0622621
236,1,41,15148,1,"Employed",1,"30_59",0,0,"No",0,"In areas with high traffic, without separated bike lane",0,0,0,1,5,5,5,4,59.17389,17.62176
232,1,46,19232,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",2,1,1,0,3,1,1,3,59.4435489,17.9739676
222,0,40,16561,1,"Employed",0,"30_59",1,0,"No",1,"In areas with high traffic, without separated bike lane",2,1,1,1,4,4,3,4,59.3590798,17.8374784
218,0,27,11738,1,"Employed",0,"0_29",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",5,1,0,1,5,5,5,5,59.3157593,18.0322223
211,1,34,11244,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",5,1,0,1,4,5,4,4,59.33337,18.01232
209,0,32,11417,1,"Employed",0,"30_59",1,0,"No",1,"In areas with low traffic, without separated bike lane",2,1,1,0,4,4,2,3,59.3697011,18.0634601
204,0,53,19137,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,0,1,5,4,2,2,59.4041416,17.9775597
201,0,35,17457,1,"Employed",0,"30_59",1,1,"Other access",0,"In areas with low traffic, without separated bike lane",1,1,1,1,5,5,5,5,59.3762465,17.930059
200,1,47,16342,0,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,1,1,5,4,3,3,59.38103,17.92273
197,1,54,12867,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,1,0,4,4,3,2,59.2552367,18.1094304
195,1,26,11668,0,"Employed",0,"0_29",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,0,0,4,3,3,4,59.30569,18.08614
191,0,30,12150,0,"Employed",0,"30_59",1,0,"No",1,"In areas with high traffic, without separated bike lane",1,1,0,1,5,5,5,5,59.2956668,18.11203
186,0,51,11741,1,"Employed",1,"30_59",1,0,"No",0,"In areas with low traffic, without separated bike lane",3,1,0,1,5,4,4,4,59.3148632,18.04416
174,0,28,17072,1,"Employed",0,"0_29",0,0,"No",0,"In areas with low traffic, without separated bike lane",5,1,0,1,5,5,5,5,59.3812269,18.0349344
170,1,36,14192,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",2,1,1,1,1,1,1,1,59.2188076,18.0039812
169,0,41,11356,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with low traffic, without separated bike lane",0,0,0,1,4,4,2,3,59.3451063,18.0613204
162,1,25,17741,0,"Employed",0,"0_29",1,0,"No",1,"On separated bike paths",1,1,1,0,1,1,3,3,59.4178973,17.8291899
155,1,34,12934,1,"Unemployed",0,"30_59",0,0,"No",0,"In areas with low traffic, without separated bike lane",2,1,0,1,2,4,2,4,59.3025468,17.9878189
152,1,48,13547,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,3,5,59.2495549,18.2058847
148,1,53,12152,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,4,5,59.2939681,18.115711
144,1,38,12139,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,0,4,4,4,5,59.2925238,18.1025162
138,1,31,11417,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",3,1,0,1,5,5,5,5,59.3697011,18.0634601
132,1,47,18255,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,4,5,5,3,59.41148,18.05267
131,0,29,12638,1,"Employed",0,"0_29",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",4,1,1,1,5,4,5,4,59.2940274,17.9926309
129,0,35,12147,1,"Employed",0,"30_59",1,0,"No",1,"On separated bike paths",1,1,0,0,4,4,4,3,59.29508,18.08724
121,1,31,11218,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",4,1,0,1,5,5,5,5,59.334721,18.0158193
111,1,34,12065,1,"Employed",1,"30_59",1,0,"No",0,"In areas with low traffic, without separated bike lane",2,1,0,1,5,5,4,5,59.303003,18.1034859
110,1,29,11246,0,"Employed",0,"0_29",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",4,1,0,1,5,4,5,5,59.3360934,18.0317305
108,0,28,11357,1,"Employed",0,"0_29",1,0,"Other access",0,"In areas with low traffic, without separated bike lane",1,1,0,1,5,5,5,4,59.3413985,18.0597652
101,1,33,12677,1,"Employed",0,"30_59",1,0,"No",0,"On separated bike paths",2,1,0,1,5,5,5,5,59.2852298,18.0096312
91,0,23,17069,1,"Student",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.394756,18.0324893
87,1,26,11557,1,"Student",0,"0_29",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,4,5,5,4,59.3487238,18.0944117
78,0,41,17453,1,"Employed",1,"30_59",1,0,"Other access",0,"In areas with low traffic, without separated bike lane",3,1,0,1,4,3,3,4,59.37717,17.971436
71,1,38,16271,1,"Employed",1,"30_59",1,1,"Own",1,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,5,5,59.3732398,17.8774209
69,1,40,12061,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,1,1,3,3,3,3,59.3037932,18.0949616
67,1,41,12064,1,"Employed",1,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,4,4,59.3040137,18.0992707
66,1,35,12957,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",1,1,1,1,4,3,4,3,59.2862356,17.9519978
63,1,38,12556,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,1,1,5,5,5,5,59.2743294,17.9752227
58,1,39,11542,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",4,1,0,1,5,5,5,5,59.3574658,18.0916489
56,1,25,12357,0,"Student",0,"0_29",1,1,"Own",0,"In areas with high traffic, without separated bike lane",3,1,0,0,4,5,4,4,59.254564,18.0789309
53,1,31,11768,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",4,1,0,1,4,3,3,3,59.31396,18.00143
45,1,40,12062,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",5,1,0,1,5,5,4,4,59.3050964,18.0903053
42,1,45,14137,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,5,4,4,59.2445496,18.0263513
40,NA,39,12633,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,0,1,4,2,2,3,59.3032509,18.0101462
28,0,38,13442,1,"Employed",1,"30_59",0,1,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,3,5,59.3222787,18.407187
27,1,41,16955,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,4,59.3690005,17.9932867
23,0,31,12248,1,"Employed",0,"30_59",1,0,"No",1,"In areas with low traffic, without separated bike lane",2,1,1,0,2,3,2,3,59.2744346,18.0720798
8,0,32,18230,1,"Employed",0,"30_59",0,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,4,4,5,5,59.3881643,18.0393075
NA,1,38,13442,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,3,3,59.3222787,18.407187
NA,1,38,17075,1,"Employed",1,"30_59",1,0,"No",0,"In areas with low traffic, without separated bike lane",2,1,0,1,4,4,4,4,59.3810591,18.0296433
NA,0,36,12430,1,"Employed",1,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",3,1,0,1,5,5,5,5,59.266085,18.058222
NA,1,35,16554,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,2,2,2,59.3656,17.85003
NA,1,57,13554,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",0,0,1,0,4,5,3,3,59.2240615,18.2258829
NA,1,40,12148,1,"Employed",0,"30_59",1,1,"Other access",0,"In areas with low traffic, without separated bike lane",0,0,0,1,4,4,4,4,59.2933682,18.1012412
NA,1,37,17069,1,"Employed",1,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.394756,18.0324893
NA,0,43,11771,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",3,1,1,0,5,5,5,4,59.3164866,17.9978431
NA,1,60,11544,1,"Employed",1,"60a",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",3,1,0,1,5,5,5,5,59.3543237,18.0883987
NA,1,41,12065,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",3,1,0,1,4,4,4,4,59.303003,18.1034859
NA,0,29,12630,1,"Employed",0,"0_29",1,0,"Other access",0,"In areas with low traffic, without separated bike lane",2,1,1,1,4,4,4,4,59.2953762,18.011899
NA,1,33,12150,0,"Employed",0,"30_59",1,0,"No",1,"In areas with low traffic, without separated bike lane",1,1,1,0,5,3,3,4,59.2956668,18.11203
NA,1,51,11661,1,"Employed",1,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,3,5,4,4,59.3083776,18.079488
NA,0,44,12953,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,1,1,4,3,3,4,59.2846844,17.9662449
NA,1,33,16955,1,"Employed",0,"30_59",0,0,"No",1,"In areas with low traffic, without separated bike lane",3,1,0,1,4,4,4,4,59.3690005,17.9932867
NA,1,58,18163,0,"Employed",1,"30_59",1,0,"No",1,"In areas with low traffic, without separated bike lane",1,1,1,1,4,5,5,5,59.3513644,18.2302631
NA,1,43,14141,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",4,1,1,1,4,4,2,4,59.2562492,17.9714285
NA,0,46,12154,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,1,1,4,5,5,5,59.2868978,18.1082515
NA,0,46,12061,1,"Employed",1,"30_59",0,0,"No",0,"In areas with high traffic, without separated bike lane",3,1,0,1,5,5,5,5,59.3037932,18.0949616
NA,0,41,16841,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",1,1,1,0,4,3,3,3,59.3313539,17.9082409
NA,1,53,13131,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",0,0,0,1,4,4,4,4,59.3145564,18.1242312
NA,1,44,12066,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,4,59.3023914,18.1049041
NA,1,42,19134,1,"Unemployed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,1,59.4239219,17.9431161
NA,1,35,12467,0,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,5,59.2591308,18.0317142
NA,1,38,13172,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,4,59.315223,18.1206097
NA,1,64,17272,1,"Employed",0,"60a",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,1,1,5,5,4,4,59.3661202,17.9647616
NA,1,38,11761,1,"Employed",1,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",0,0,0,1,3,3,3,3,59.3114367,18.0261348
NA,1,51,12558,0,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",3,1,1,1,4,5,4,3,59.2772295,17.9822919
NA,1,38,16932,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with low traffic, without separated bike lane",1,1,0,0,5,5,4,5,59.3626462,17.9857393
NA,1,41,12064,1,"Unemployed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",1,1,0,1,4,5,5,5,59.3040137,18.0992707
NA,1,55,18735,1,"Employed",1,"30_59",1,1,"Own",0,"On separated bike paths",5,1,1,1,4,4,4,4,59.4583846,18.0553672
NA,1,50,12138,1,"Employed",1,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,4,4,59.2964569,18.0991245
NA,0,50,16342,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,3,59.38103,17.92273
NA,1,17,12138,0,"Student",0,"0_29",0,0,"No",1,"In areas with low traffic, without separated bike lane",0,0,1,1,5,5,5,5,59.2964569,18.0991245
NA,0,47,12138,1,"Employed",1,"30_59",0,0,"No",0,"On separated bike paths",1,1,1,1,5,5,5,5,59.2964569,18.0991245
NA,1,43,12146,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,1,1,3,5,5,5,59.2970819,18.1024237
NA,0,32,11266,0,"Student",0,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",1,1,0,1,5,5,4,4,59.3208232,17.9852404
NA,0,43,18255,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",0,0,0,1,3,4,3,2,59.41148,18.05267
NA,0,33,11547,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3585709,18.0896161
NA,0,36,12131,0,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,4,59.2873097,18.0962373
NA,0,33,13160,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,4,59.3049234,18.1492818
NA,1,40,13160,0,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,3,59.3049234,18.1492818
NA,1,29,12051,1,"Student",0,"0_29",0,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,1,1,4,5,5,5,59.2980609,18.0601801
NA,1,38,12068,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,5,59.3047813,18.1090034
NA,0,34,12068,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,59.3047813,18.1090034
NA,0,34,12150,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.2956668,18.11203
NA,0,39,11661,1,"Employed",1,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",3,1,0,1,5,5,5,4,59.3083776,18.079488
NA,0,36,12246,1,"Employed",1,"30_59",1,1,"Own",0,"On separated bike paths",1,1,0,1,2,3,3,3,59.2639258,18.0768683
NA,1,49,16342,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,4,59.38103,17.92273
NA,0,60,13235,1,"Employed",1,"60a",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,3,59.3222628,18.2706486
NA,1,34,13147,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,1,4,59.3210547,18.2064433
NA,1,41,12547,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,4,59.2812365,18.0073452
NA,0,43,12150,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,4,59.2956668,18.11203
NA,1,54,11765,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,59.31177,18.00501
NA,0,48,12066,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,3,59.3023914,18.1049041
NA,0,46,12152,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,2,2,59.2939681,18.115711
NA,1,45,11766,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",3,1,0,1,5,5,4,4,59.3160232,18.0136192
NA,0,48,12148,0,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,5,5,59.2933682,18.1012412
NA,0,51,13147,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,3,59.3210547,18.2064433
NA,1,31,13332,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.2884788,18.2751656
NA,0,43,12150,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.2956668,18.11203
NA,1,51,12149,0,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,59.2922627,18.1072118
NA,0,40,13165,0,"Employed",1,"30_59",1,1,"Other access",0,"In areas with low traffic, without separated bike lane",2,1,1,1,3,3,3,4,59.3027207,18.1180071
NA,1,33,18140,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,59.3564983,18.156362
NA,0,34,12030,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3016723,18.091677
NA,0,39,12133,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,3,59.2831567,18.1025967
NA,0,55,12070,0,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,4,59.3066778,18.1104574
NA,1,26,11416,1,"Student",0,"0_29",1,1,"Other access",1,"In areas with low traffic, without separated bike lane",5,1,0,1,5,5,5,5,59.3705597,18.0623122
NA,1,49,17171,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,4,4,5,59.349798,18.0024751
NA,1,30,11741,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,5,59.3148632,18.04416
NA,0,43,12134,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.2804367,18.1084774
NA,1,25,12039,0,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,3,59.2994366,18.0665741
NA,0,24,63230,1,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,4,NA,NA
NA,1,31,12248,1,"Employed",0,"30_59",0,0,"No",1,"In areas with high traffic, without separated bike lane",3,1,1,1,4,3,4,5,59.2744346,18.0720798
NA,1,33,12954,1,"Employed",0,"30_59",0,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,0,1,5,4,4,5,59.283786,17.9571277
NA,1,25,11423,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,5,59.34901,18.06337
NA,1,25,17164,0,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.3507468,18.0269316
NA,0,34,11259,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,5,5,59.3282692,18.0126628
NA,1,35,18136,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,4,59.3543346,18.1350867
NA,0,31,12348,1,"Employed",0,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",3,1,1,0,3,4,4,3,59.2446817,18.0806241
NA,0,29,17266,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,4,59.358909,17.9654289
NA,0,41,13136,1,"Employed",0,"30_59",0,0,NA,0,"On separated bike paths",4,1,0,1,4,4,2,2,59.3080536,18.1329849
NA,0,50,11215,1,"Employed",0,"30_59",1,0,"Other access",1,"On separated bike paths",1,1,0,1,4,2,4,3,59.3388778,18.0032669
NA,1,34,11346,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,4,59.3484385,18.0489785
NA,1,31,12348,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,59.2446817,18.0806241
NA,0,54,12071,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",0,0,0,1,4,4,4,3,59.3097068,18.1037829
NA,1,54,12064,0,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",0,0,0,1,5,5,5,5,59.3040137,18.0992707
NA,0,38,13165,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with low traffic, without separated bike lane",1,1,0,1,5,5,5,5,59.3027207,18.1180071
NA,0,37,14461,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,2,59.1966688,17.7512937
NA,0,40,11727,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.3182042,18.0473477
NA,1,37,11346,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,4,59.3484385,18.0489785
NA,0,46,12048,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,59.288717,18.0723189
NA,1,33,13934,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3198791,18.46906
NA,1,34,12070,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,4,59.3066778,18.1104574
NA,0,42,12078,0,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,4,5,59.30242,18.0945
